datetime_utc,gps_interval,accuracy,latitude,longitude
2024-03-21T19:40:07.223Z,15.0,32.0,-23.5634386,-46.7412436
2024-03-21T19:40:23.390Z,15.0,46.05,-23.5638178,-46.7412343
